Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
"5alpha-androstan-3alpha,17beta-diol disulfate","5alpha-Androstan-3alpha,17beta-diol disulfate",HMDB0094682,56639109,133101,,,[H][C@@]12CC[C@H](OS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](CC[C@]12C)OS(O)(=O)=O,1
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",,,,,,,,0
"5alpha-androstan-3beta,17alpha-diol disulfate",,,,,,,,0
"5alpha-androstan-3beta,17beta-diol monosulfate (2)",,,,,,,,0
"androstenediol (3alpha, 17alpha) monosulfate (2)",,,,,,,,0
"androstenediol (3alpha, 17alpha) monosulfate (3)",,,,,,,,0
"androstenediol (3beta,17beta) monosulfate (1)",,,,,,,,0
"androstenediol (3beta,17beta) monosulfate (2)",,,,,,,,0
"5alpha-pregn-3beta-ol,20-one sulfate",,,,,,,,0
4-hydroxycoumarin,4-Coumaryl alcohol,HMDB0003654,54682930,64555,C02646,6971,C1=CC(=CC=C1/C=C/CO)O,1
1-docosahexaenoyl-GPE (22:6),,,,,,,,0
1-docosapentaenoyl-GPC (22:5n3),,,,,,,,0
pregnenediol sulfate (C21H34O5S),,,,,,,,0
2-hydroxyglutarate,2-Hydroxyglutarate,HMDB0059655,43,17084,C02630,,OC(CCC(O)=O)C(O)=O,1
gamma-CEHC,Gamma-CEHC,HMDB0001931,15887183,,,,CC1=C(C2=C(CCC(O2)(C)CCC(=O)O)C=C1)C,1
N-acetyl-beta-alanine,,,,,,,,0
"sphingomyelin (d18:1/18:1, d18:2/18:0)",,,,,,,,0
palmitoyl sphingomyelin (d18:1/16:0),,,,,,,,0
3-hydroxyhippurate,3-Hydroxyhippuric acid,HMDB0006116,450268,594277,,,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,1
16a-hydroxy DHEA 3-sulfate,,,,,,,,0
17alpha-hydroxypregnenolone 3-sulfate,,,,,,,,0
pregnenolone sulfate,Pregnenolone sulfate,HMDB0000774,20845972,,,5740,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CCC(C4)OS(=O)(=O)O)C)C,1
andro steroid monosulfate C19H28O6S (1),,,,,,,,0
betonicine,Betonicine,HMDB0029412,164642,,C08269,,C[N+]1(C[C@@H](C[C@H]1C(=O)[O-])O)C,1
ergothioneine,Ergothioneine,HMDB0003045,5351619,4828,C05570,53,C[N+](C)(C)[C@@H](CC1=CNC(=S)N1)C(=O)[O-],1
1-margaroyl-GPE (17:0),,,,,,,,0
1-pentadecanoyl-GPC (15:0),,,,,,,,0
S-methylmethionine,,,,,,,,0
indole-3-carboxylate,Indole-3-carboxylic acid,HMDB0003320,69867,24809,C19837,3795,C1=CC=C2C(=C1)C(=CN2)C(=O)O,1
13-HODE + 9-HODE,,,,,,,,0
tridecenedioate (C13:1-DC),,,,,,,,0
N-acetyl-3-methylhistidine,,,,,,,,0
4-cholesten-3-one,Cholestenone,HMDB0000921,91477,16175,C00599,3898,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,1
N-acetyl-cadaverine,,,,,,,,0
cinmoylglycine,Cinmoylglycine,HMDB0011621,709625,613590,,,C1=CC=C(C=C1)/C=C/C(=O)NCC(=O)O,1
cis-4-decenoylcarnitine (C10:1),,,,,,,,0
phenylalanylphenylalanine,Phenylalanylphenylalanine,HMDB0013302,6993090,356630,,,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N,1
S-carboxymethyl-L-cysteine,S-Carboxymethyl-L-cysteine,HMDB0029415,1080,971853,,,C(C(C(=O)O)N)SCC(=O)O,1
(16 or 17)-methylstearate (a19:0 or i19:0),,,,,,,,0
alpha-ketoglutaramate,2-Keto-glutaramic acid,HMDB0001552,48,30882,C00940,6318,C(CC(=O)N)C(=O)C(=O)O,1
metformin,"1,1-Dimethylbiguanide",HMDB0001921,4091,6801,C07151,6390,CN(C)C(=N)N=C(N)N,1
ibuprofen acyl glucuronide,1-(alpha-Methyl-4-(2-methylpropyl)benzeneacetate)-beta-D-Glucopyranuronic acid,HMDB0010343,163959,,C03033 ,,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O,1
"2,3-dihydroxyisovalerate",,,,,,,,0
3-methylglutacote,3-Methylglutaconic acid,HMDB0000522,1551553,37245,,5507,C/C(=C\C(=O)O)/CC(=O)O,1
5-(galactosylhydroxy)-L-lysine,,,,,,,,0
isoursodeoxycholate,Isoursodeoxycholic acid,HMDB0000686,127601,43419,C17662,5655,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@@H](C4)O)C)O)C,1
oxypurinol,Oxypurinol,HMDB0000786,4644,28315,C07599,5752,C1=C2C(=NC(=O)NC2=O)NN1,1
hydantoin-5-propiote,Hydantoin-5-propionic acid,HMDB0001212,782,,C05565,6084,C(CC(=O)O)C1C(=O)NC(=O)N1,1
sulfate,Sulfate,HMDB0001448,1117,16189,C00059,3233,[O-]S(=O)(=O)[O-],1
4-hydroxy-2-oxoglutaric acid,4-Hydroxy-2-oxoglutaric acid,HMDB0002070,599,30923,C01127,6471,C(C(C(=O)O)O)C(=O)C(=O)O,1
4-hydroxyglutamate,,,,,,,,0
L-urobilin,L-Urobilin,HMDB0004159,5280818,,C05793,7022,CCC1C(C(=O)NC1CC2=N/C(=C/C3=C(C(=C(N3)CC4C(C(C(=O)N4)CC)C)C)CCC(=O)O)/C(=C2C)CCC(=O)O)C,1
hydroxycotinine,Hydroxycotinine,HMDB0001390,107963,,,6210,CN1[C@@H](CC(C1=O)O)C2=CN=CC=C2,1
omeprazole,Omeprazole,HMDB0001913,4594,7772,C07324,1632,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,1
atenolol,Atenolol,HMDB0001924,2249,2904,C13235,1128,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,1
diphenhydramine,Diphenhydramine,HMDB0001927,3100,4636,C06960,2312,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,1
hydrochlorothiazide,Hydrochlorothiazide,HMDB0001928,3639,102045,C07041,3169,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,1
ranitidine,Ranitidine,HMDB0001930,3001055,8776,D00673,2249,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,1
S-methylcysteine,Methylcysteine,HMDB0002108,384585100,497729,C22040,6490,CSC[C@@H](C(=O)O)N,1
androsterone glucuronide,Androsterone glucuronide,HMDB0002829,114833,28832,C11135,2796,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O,1
arginite,,,,,,,,0
solanidine,Solanidine,HMDB0003236,65727,28374,C06543,3517,C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C,1
2-oxoarginine,2-Oxoarginine,HMDB0004225,558,58489,C03771,7030,C(CC(=O)C(=O)O)CN=C(N)N,1
cis-4-decenoate (10:1n6),,,,,,,,0
sertraline,Sertraline,HMDB0005010,68617,9123,C07246,2417,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,1
gabapentin,Gabapentin,HMDB0005015,3446,42797,,2989,C1CCC(CC1)(CC(=O)O)CN,1
venlafaxine,Venlafaxine,HMDB0005016,5656,9943,C07187,3005,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,1
ethyl glucuronide,Ethyl glucuronide,HMDB0010325,18392195,87248,,,CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O,1
glycyrrhetite,Glycyrrhetinic acid,HMDB0011628,18526330,30853,C02283,,C[C@]12CC[C@](CC1C3=CC(=O)C4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,1
1-erucoyl-GPC (22:1),,,,,,,,0
1-adrenoyl-GPC (22:4),,,,,,,,0
1-lignoceroyl-GPC (24:0),,,,,,,,0
1-nervonoyl-GPC (24:1n9),,,,,,,,0
1-(1-enyl-palmitoyl)-GPC (P-16:0),,,,,,,,0
1-(1-enyl-oleoyl)-GPC (P-18:1),,,,,,,,0
1-(1-enyl-stearoyl)-GPC (P-18:0),,,,,,,,0
1-methyl-5-imidazoleacetate,,,,,,,,0
glycoursodeoxycholate,Glycoursodeoxycholic acid,HMDB0000708,12310288,542261,,5676,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1
S-methylcysteine sulfoxide,(S)C(S)S-S-Methylcysteine sulfoxide,HMDB0029432,82142,,,,CS(=O)CC(C(=O)O)N,1
eicosanedioate (C20-DC),,,,,,,,0
docosadioate (C22-DC),,,,,,,,0
16-hydroxypalmitate,,,,,,,,0
quinine,Quinine,HMDB0014611,3034034,15854,C06526,,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,1
oleoyl-linoleoyl-glycerol (18:1/18:2) [1,,,,,,,,0
oleoyl-linoleoyl-glycerol (18:1/18:2) [2,,,,,,,,0
1-(1-enyl-palmitoyl)-GPE (P-16:0),,,,,,,,0
1-(1-enyl-stearoyl)-GPE (P-18:0),,,,,,,,0
2-stearoyl-GPI (18:0),,,,,,,,0
doxycycline,Doxycycline,HMDB0014399,,50845,C06973,,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,1
alpha-CEHC glucuronide,,,,,,,,0
2-oxindole-3-acetate,2-Oxindole-3-acetate,HMDB0094657,3080590,133221,,,OC(=O)CC1C(O)=NC2=CC=CC=C12,1
N-oleoyltaurine,,,,,,,,0
linoleoylcarnitine (C18:2),,,,,,,,0
isoleucylalanine,Isoleucyl-Alanine,HMDB0028900,7009577,,,,CCC(C)C(N)C(=O)NC(C)C(O)=O,1
isoleucylglycine,Isoleucyl-Glycine,HMDB0028907,6992869,,,,CCC(C)C(N)C(=O)NCC(O)=O,1
phenylalanylleucine,,,,,,,,0
tryptophylleucine,Tryptophyl-Leucine,HMDB0029087,6997510,,,,CC(C)CC(NC(=O)C(N)CC1=CNC2=C1C=CC=C2)C(O)=O,1
valylleucine,Valyl-Leucine,HMDB0029131,6993118,,,,CC(C)CC(NC(=O)C(N)C(C)C)C(O)=O,1
N-stearoyltaurine,,,,,,,,0
carboxyethyl-GABA,N-Carboxyethyl-g-aminobutyric acid,HMDB0002201,2572,,,6542,C(CC(=O)O)CNCCC(=O)O,1
beta-citrylglutamate,,,,,,,,0
trimethylamine N-oxide,Trimethylamine N-oxide,HMDB0000925,1145,15724,C01104,5876,C[N+](C)(C)[O-],1
equol sulfate,,,,,,,,0
dihydroferulate,,,,,,,,0
imidazole propiote,Imidazolepropionic acid,HMDB0002271,70630,232595,C20522,6585,C1=C(NC=N1)CCC(=O)O,1
paroxetine,Paroxetine,HMDB0014853,43815,7936,C07415,,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,1
citalopram/escitalopram,,,,,,,,0
pregnediol-3-glucuronide,Pregnediol-3-glucuronide,HMDB0010318,123796,,C03033,,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C)C)O,1
alliin,(R)C(S)S-Alliin,HMDB0033592,87310,,C08265,,C=CCS(=O)CC(C(=O)O)N,1
threonylalanine,,,,,,,,0
phenylalanylmethionine,Phenylalanyl-Methionine,HMDB0029001,7010506,,,,CSCCC(NC(=O)C(N)CC1=CC=CC=C1)C(O)=O,1
phenylalanyltryptophan,Phenylalanyl-Tryptophan,HMDB0029006,14410593,,,,NC(CC1=CC=CC=C1)C(=O)NC(CC1=CNC2=CC=CC=C12)C(O)=O,1
valylglycine,Valyl-Glycine,HMDB0029127,6993111,,,,CC(C)C(N)C(=O)NCC(O)=O,1
methionylalanine,Methionyl-Alanine,HMDB0028966,7009581,,,,CSCCC(N)C(=O)NC(C)C(O)=O,1
prolylalanine,Prolyl-Alanine,HMDB0029010,6347578,,,,CC(NC(=O)C1CCCN1)C(O)=O,1
prolylglycine,Prolylglycine,HMDB0011178,98206,356329,,,C1CC(NC1)C(=O)NCC(=O)O,1
N-palmitoylglycine,Palmitoylglycine,HMDB0013034,151008,479285,,,CCCCCCCCCCCCCCCC(=O)NCC(=O)O,1
succinimide,Succinimide,METPA1878,,,C07273,,,1
norfluoxetine,,,,,,,,0
lanthionine,,,,,,,,0
2-stearoyl-GPE (18:0),LysoPE(0:0/18:0),HMDB0011129,53480667,133144,,,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1
(R)-3-hydroxybutyrylcarnitine,,,,,,,,0
diltiazem,Diltiazem,HMDB0014487,39186,101278,C06958,,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,1
N-acetylcarnosine,Acetylcarnosine,HMDB0012881,9903482,,,,CC(=O)NCCC(=O)N[C@H](CC1=CN=CN1)C(=O)O,1
margaroylcarnitine (C17),,,,,,,,0
N-methyltaurine,,,,,,,,0
glycohyocholate,,,,,,,,0
retil,Retil,HMDB0001358,6436079,17898,C00376,6188,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C,1
2-hydroxydecanoate,2-Hydroxydecanoate,HMDB0094656,5312797,,,,CCCCCCCC[C@H](O)C(O)=O,1
3-methyl catechol sulfate (2),,,,,,,,0
4-methylcatechol sulfate,,,,,,,,0
3-methyl catechol sulfate (1),,,,,,,,0
2-hydroxyibuprofen,,,,,,,,0
carboxyibuprofen,,,,,,,,0
O-desmethylvenlafaxine,Desvenlafaxine,HMDB0015646,125017,261281,,,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,1
warfarin,Warfarin,HMDB0001935,54678486,10033,C01541,3031,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,1
hydroxypioglitazone (M-IV),,,,,,,,0
3b-hydroxy-5-cholenoic acid,3b-Hydroxy-5-cholenoic acid,HMDB0000308,92997,384794,,5297,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,1
guaiacol sulfate,,,,,,,,0
2-aminooctanoate,DL-2-Aminooctanoic acid,HMDB0000991,69522,75145,,5923,CCCCCCC(C(=O)O)N,1
gamma-CEHC glucuronide,,,,,,,,0
2-piperidinone,2-Piperidinone,HMDB0011749,12665,110273,,,C1CCNC(=O)C1,1
N-acetyl-1-methylhistidine,,,,,,,,0
indolin-2-one,Indolin-2-one,HMDB0061918,321710,31697,C12312,,OC1=NC2=CC=CC=C2C1,1
"2,8-quinolinediol sulfate",,,,,,,,0
2-aminophenol sulfate,,,,,,,,0
3-acetylphenol sulfate,,,,,,,,0
"sphingomyelin (d18:1/14:0, d16:1/16:0)",,,,,,,,0
"sphingomyelin (d18:2/16:0, d18:1/16:1)",,,,,,,,0
6-oxopiperidine-2-carboxylate,cis-Vaccenic acid,HMDB0240219,5282761,50464,C08367,3407,CCCCCC\C=C/CCCCCCCCCC(O)=O,1
S-allylcysteine,S-Allylcysteine,HMDB0034323,98280,,C16759,,C=CCSCC(C(=O)O)N,1
N-delta-acetylornithine,,,,,,,,0
acisoga,,,,,,,,0
2-aminoheptanoate,PyroGlu-Val,HMDB0094651,152416,64304Ê,,,CC(C)[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(O)=O,1
1-eicosapentaenoyl-GPE (20:5),,,,,,,,0
benzoylcarnitine,,,,,,,,0
"N2,N5-diacetylornithine",,,,,,,,0
3-methoxytyramine sulfate,,,,,,,,0
methionine sulfone,,,,,,,,0
cyclo(ala-pro),,,,,,,,0
1-linolenoyl-GPC (18:3),,,,,,,,0
1-eicosapentaenoyl-GPC (20:5),,,,,,,,0
1-eicosenoyl-GPC (20:1),,,,,,,,0
N-acetylalliin,,,,,,,,0
1-dihomo-linolenoyl-GPE (20:3n3 or 6),,,,,,,,0
1-(1-enyl-oleoyl)-GPE (P-18:1),,,,,,,,0
O-sulfo-L-tyrosine,,,,,,,,0
ferulic acid 4-sulfate,Ferulic acid 4-sulfate,HMDB0029200,6305574,133508,,,COC1=C(C=CC(=C1)/C=C/C(=O)O)OS(=O)(=O)O,1
3-(3-hydroxyphenyl)propiote sulfate,,,,,,,,0
11-ketoetiocholanolone glucuronide,,,,,,,,0
etiocholanolone glucuronide,Etiocholanolone glucuronide,HMDB0004484,443078,37451,C11136,7064,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O,1
17alpha-hydroxypregnolone glucuronide,,,,,,,,0
N-acetyltaurine,,,,,,,,0
1-docosapentaenoyl-GPC (22:5n6),,,,,,,,0
1-linolenoyl-GPE (18:3),,,,,,,,0
1-oleoyl-GPG (18:1),,,,,,,,0
1-palmitoyl-GPG (16:0),,,,,,,,0
N-acetyl-S-allyl-L-cysteine,,,,,,,,0
9-hydroxystearate,,,,,,,,0
3-methylglutarylcarnitine (2),,,,,,,,0
methyl glucopyranoside (alpha + beta),,,,,,,,0
alpha-CEHC sulfate,,,,,,,,0
alpha-CMBHC glucuronide,,,,,,,,0
"sphingomyelin (d18:2/14:0, d18:1/14:1)",,,,,,,,0
"sphingomyelin (d18:1/24:1, d18:2/24:0)",,,,,,,,0
octadecenedioylcarnitine (C18:1-DC),,,,,,,,0
"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",,,,,,,,0
myristoleoylcarnitine (C14:1),,,,,,,,0
N-formylphenylalanine,,,,,,,,0
cyclo(pro-val),,,,,,,,0
4-hydroxychlorothalonil,,,,,,,,0
isoeugenol sulfate,,,,,,,,0
tyramine O-sulfate,,,,,,,,0
3-hydroxypyridine sulfate,,,,,,,,0
maltol sulfate,,,,,,,,0
phenylacetylcarnitine,,,,,,,,0
arabote/xylote,,,,,,,,0
methyl-4-hydroxybenzoate sulfate,,,,,,,,0
1-dihomo-linolenylglycerol (20:3),,,,,,,,0
4-vinylguaiacol sulfate,,,,,,,,0
vanillactate,Vanillactic acid,HMDB0000913,160637,1240674,,5868,COC1=C(C=CC(=C1)CC(C(=O)O)O)O,1
eugenol sulfate,,,,,,,,0
pregnolone/allopregnolone sulfate,,,,,,,,0
2-methoxyresorcinol sulfate,,,,,,,,0
2-acetamidophenol sulfate,,,,,,,,0
p-cresol glucuronide,p-Cresol glucuronide,HMDB0011686,154035,87986,,,CC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O,1
acesulfame,Acesulfame,HMDB0033585,36573,83501,,,CC1=CC(=O)NS(=O)(=O)O1,1
valsartan,Valsartan,HMDB0014323,60846,9927,,,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,1
6-hydroxyindole sulfate,,,,,,,,0
propyl 4-hydroxybenzoate sulfate,,,,,,,,0
umbelliferone sulfate,,,,,,,,0
"sphingomyelin (d18:1/20:0, d16:1/22:0)",,,,,,,,0
"sphingomyelin (d18:1/20:1, d18:2/20:0)",,,,,,,,0
"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)",,,,,,,,0
behenoyl sphingomyelin (d18:1/22:0),,,,,,,,0
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)",,,,,,,,0
"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)",,,,,,,,0
lignoceroyl sphingomyelin (d18:1/24:0),,,,,,,,0
"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)",,,,,,,,0
dopamine 4-sulfate,Dopamine 4-sulfate,HMDB0004148,123932,,C13691,,C1=CC(=C(C=C1CCN)O)OS(=O)(=O)O,1
dopamine 3-O-sulfate,Dopamine 3-O-sulfate,HMDB0006275,122136,37946,C13690,,C1=CC(=C(C=C1CCN)OS(=O)(=O)O)O,1
daidzein sulfate (2),,,,,,,,0
3-hydroxyhexanoate,(1E)-1-(methylthio)prop-1-ene,HMDB0059843,637915,89721,,,[H]\C(SC([H])([H])[H])=C(\[H])C([H])([H])[H],1
3beta-hydroxy-5-cholestenoate,3 beta-Hydroxy-5-cholestenoate,HMDB0012453,53481407,,C17333,,C[C@H](CCCC(C)C(=O)O)C1CCC2[C@@]1(CCC3C2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,1
"1,2,3-benzenetriol sulfate (1)",,,,,,,,0
"1,2,3-benzenetriol sulfate (2)",,,,,,,,0
3-methoxycatechol sulfate (1),,,,,,,,0
N-acetylkynurenine (2),,,,,,,,0
C-glycosyltryptophan,,,,,,,,0
tramadol,Tramadol,HMDB0014339,33741,238661,C07153,,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,1
alpha-hydroxymetoprolol,,,,,,,,0
arabitol/xylitol,,,,,,,,0
N-acetylglucosamine/N-acetylgalactosamine,,,,,,,,0
adipoylcarnitine (C6-DC),,,,,,,,0
nonoylcarnitine (C9),,,,,,,,0
suberoylcarnitine (C8-DC),,,,,,,,0
glycochenodeoxycholate 3-sulfate,,,,,,,,0
glycodeoxycholate 3-sulfate,,,,,,,,0
taurodeoxycholic acid 3-sulfate,,,,,,,,0
"trans-3,4-methyleneheptanoate",,,,,,,,0
linoleoyl ethanolamide,Linoleoyl ethanolamide,HMDB0012252,5283446,64032,,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCCO,1
"1,2-dilinoleoyl-GPC (18:2/18:2)",,,,,,,,0
1-stearoyl-2-oleoyl-GPC (18:0/18:1),,,,,,,,0
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),,,,,,,,0
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),,,,,,,,0
1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),,,,,,,,0
1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),,,,,,,,0
1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),,,,,,,,0
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),,,,,,,,0
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",,,,,,,,0
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),,,,,,,,0
2-hydroxybutyrate/2-hydroxyisobutyrate,,,,,,,,0
2-methylcitrate/homocitrate,,,,,,,,0
oleate/vaccete (18:1),,,,,,,,0
isoleucylleucine/leucylisoleucine,,,,,,,,0
pregabalin,Pregabalin,HMDB0014375,5486971,64356,,,CC(C)C[C@@H](CC(=O)O)CN,1
leucylphenylalanine/isoleucylphenylalanine,,,,,,,,0
1-palmitoleoylglycerol (16:1),,,,,,,,0
palmitoyl dihydrosphingomyelin (d18:0/16:0),,,,,,,,0
tricosanoyl sphingomyelin (d18:1/23:0),,,,,,,,0
"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)",,,,,,,,0
"sphingomyelin (d18:2/24:1, d18:1/24:2)",,,,,,,,0
amoxicillin,Amoxicillin,HMDB0015193,33613,2676,C06827,,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,1
1-stearoyl-2-linoleoyl-GPE (18:0/18:2),,,,,,,,0
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),,,,,,,,0
1-stearoyl-2-linoleoyl-GPC (18:0/18:2),,,,,,,,0
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1),,,,,,,,0
1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5),,,,,,,,0
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4),,,,,,,,0
1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6),,,,,,,,0
1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6),,,,,,,,0
1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4),,,,,,,,0
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),,,,,,,,0
gamma-tocopherol/beta-tocopherol,,,,,,,,0
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4),,,,,,,,0
1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6),,,,,,,,0
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4),,,,,,,,0
1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6),,,,,,,,0
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1),,,,,,,,0
1-(1-enyl-palmitoyl)-2-dihomo-linolenoyl-GPC (P-16:0/20:3),,,,,,,,0
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1),,,,,,,,0
1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6),,,,,,,,0
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2),,,,,,,,0
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4),,,,,,,,0
1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6),,,,,,,,0
1-stearyl-2-arachidonoyl-GPC (O-18:0/20:4),,,,,,,,0
1-palmityl-2-oleoyl-GPC (O-16:0/18:1),,,,,,,,0
1-palmityl-2-arachidonoyl-GPC (O-16:0/20:4),,,,,,,,0
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)",,,,,,,,0
behenoyl dihydrosphingomyelin (d18:0/22:0),,,,,,,,0
"sphingomyelin (d18:0/18:0, d19:0/17:0)",,,,,,,,0
N-palmitoyl-sphinganine (d18:0/16:0),,,,,,,,0
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),,,,,,,,0
cetirizine,Cetirizine,HMDB0005032,2678,3561,C07778,1641,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1
1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2),,,,,,,,0
1-margaroyl-2-oleoyl-GPC (17:0/18:1),,,,,,,,0
1-margaroyl-2-linoleoyl-GPC (17:0/18:2),,,,,,,,0
myristoyl dihydrosphingomyelin (d18:0/14:0),,,,,,,,0
7-hydroxyindole sulfate,,,,,,,,0
phenylacetylglutamate,,,,,,,,0
4-ethylphenol glucuronide,,,,,,,,0
1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6),,,,,,,,0
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1],,,,,,,,0
